# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0  in experiment E-PROT-11
# Selected columns: 27 (all)
# Timestamp: Fri, 17-May-2019 13:39:19
Gene ID	Gene Name	adrenal gland	brown adipose tissue	cerebellum	cerebral cortex	colon	cortex of kidney	diaphragm	duodenum	embryonic tissue	eye	heart	ileum	liver	lung	medulla oblongata	midbrain	olfactory bulb	ovary	pancreas	renal medulla	saliva-secreting gland	skeletal muscle	spleen	stomach	thymus	uterus	white adipose tissue
ENSMUSG00000049871	Nlrc3					0.8299973618				12.816301922								146.8889063994	31.567774166	2.9195382322		52.7743961127	263.0026936067	40.2816809559	9.7472375022	12.2180938019	20.8544635154	30.3105710079
ENSMUSG00000049940	Pgrmc2		3.1109830502			0.6207071682			20.1169961983				16.5387016735	0.5041935901														
ENSMUSG00000049969	Plekhf2	5.2958912156	10.933954197	1.6215482372			14.3891005971	1.0215473941	8.69051133		2.0983934813	0.3927422761	5.6697619187		3.8718714365		0.4335859473	5.2678657886	4.7888132239	0.7868141261	0.9973066774							
ENSMUSG00000049988	Lrrc25																		2.5390144091					35.7803197637				
ENSMUSG00000050002	Idnk	5.6320324473	3.4824228111			2.3894016314	9.2011273735		2.0488219825	4.5779551289			22.3481933368	31.0478835221		4.5909207495			8.1522000281	25.7777914745	10.2316809776	8.4292067108		20.1266866899		10.9569681897		3.6367515601
ENSMUSG00000050017	Pitpnb	50.6628730815	34.3266685292	31.1720344045	13.0628537463	62.9005628455	73.6868768198	2.7665057271	84.4938219192	73.4695607694	22.4221138387	5.2232111942	94.1569687406	64.0101439543	78.6214102356	16.4406361367	4.3026908614	16.9860388129	77.5231089089	61.0977415983	22.370315171	26.0981636	0.5378976046	41.818964974	14.2011364002	48.4320569874	19.5832782735	55.7161358436
ENSMUSG00000050043	Tmx2	9.9520028802	4.007743582	37.7554885725	1.159152438				2.0495976737		1.5565649379					61.3513522465												3.0612244872
ENSMUSG00000050052	Tdrp		1.6409580924	1.7068536551	10.4013464745	0.745310188	7.6988883092	0.5592518145	0.236175796	1.3918022916	0.6671446734			1.8536356439		2.2165320081	12.2941004212		1.0948607868	0.4445100125		2.273574427	0.777363618		1.9947880634	10.0347756119	2.4617962206	
ENSMUSG00000050144	Slc25a44		21.7995351401	6.5794171441			1.260601721			3.3125596272			1.7263315503	4.5618744933										1.3630554522	3.1816092625			
ENSMUSG00000050148	Ubqln2	62.6417242482	31.4245122242	664.8667629023	1619.414444805	122.228247605	137.3912673082	8.3837786556	56.2398254409	1019.5044243783	82.6514237671	75.0111127617	60.6700126938	64.4385606142	222.3040119785	562.9470658637	1090.981305092	474.5009414231	237.3520383559	112.8339627027	125.0715010355	161.7835854502	26.509734553	243.9108607471	134.6201637771	266.1125351127	1084.6569203611	129.8932157331
ENSMUSG00000050192	Eif5a2			6.2372017435																								
ENSMUSG00000050217	Lgsn	4.4280356719	18.504438569			1.8477316216	5.4615878908		1.2408842317	2.0090429481	1269.7175245375	3.6577707873	0.3594694906	19.7365099586	4.0170906951	2.7185116654			2.5443181031				1.0266271968	1.8754682391	1.1433493362	3.4391387634	0.9705356615	20.4226744301
ENSMUSG00000050315	Synpo2	4.1346760515	4.3939289001	0.2890788514	0.2232683927	29.1581155486	4.8088333876	85.6309215061	139.6022463951	1.1372248962	4.6273505506	20.7518118036	3.0654885743	1.1645303809	8.5360769298	0.45806981	1.3081787078		78.968717527	0.1164752749	2.3135335541	4.6966985772	224.0691956048	18.3930759335	154.2070902547	5.814911972	62.6547226809	10.0059132982
ENSMUSG00000050323	Ndufaf6	3.1391701805	18.3932290598	2.0887561049	0.3544304891	10.4057394282	24.9993157	3.5926172802	4.0437888359	2.538566965	0.8497717924	4.9119660119	6.8839652171	23.0505769148	6.5007845657	5.055813584	1.5400875566	12.8994214919		3.9540550242	22.0120617293	3.9320710609		7.4275427401	1.5703964603	4.202769626		
ENSMUSG00000050359	Sprr1a																								166.1175938773			
ENSMUSG00000050565	Tor1aip2	0.5403539751		0.7329061406	0.1422213194	18.7043257656	1.48117574		8.7707399587			0.6040101819	59.2753920623	11.1857829263	3.5912129918	1.194267018			1.9546224317		0.6899550789			0.8541582836		0.4655171546	0.8367428659	1.9934622575
ENSMUSG00000050608	Minos1	4.1356483608	85.8949298666	22.3868495739	3.7543151512	5.2712878702	541.4595127828				28.4660262231	250.9286303006	216.3830199037	278.6175469178		3.6332010955	20.199195592		46.5631474573		522.7701394169		9.0547523237	2.8283377804		20.2502172674	17.920857781	12.4308678127
ENSMUSG00000050621	Rps27rt	170.8208623008	36.7691588625	71.4211615133	20.2482946068	167.9744554465	101.7574059329	14.9052359155	325.9232632936	148.9798373059	51.002584016	23.8386678054	330.8811060703		16.8098700965	49.5501350124	36.3665863609		39.8438835042	724.6029683029	111.8403804351	1186.6000084604	23.9015550617	575.5112874317	609.1961968477	35.9298488854	1505.7946631828	201.0739633262
ENSMUSG00000050675	Gp1ba														63.6134444089									4.1365130607				
ENSMUSG00000050697	Prkaa1	7.6630477738	11.6292195735	7.0119997694	0.6417978217	15.7418511366	7.3457474279	2.2358647296	10.7813314483	1.4282734479			8.9360116204	20.8791500088	11.7805418959	8.2978200187	2.6687431925		1.1264013384	1.4058891146	4.6869626056	7.378172324		8.5666943959	3.5589391316	3.8222804544	5.6243909371	4.8828992938
ENSMUSG00000050711	Scg2	1317.8958704745	0.6571905356	20.0636976573	31.5338758968	1.979523277			2.3511199093		1.4149087545		0.091881676			32.1644981001	355.0398532897			14.6511559023					15.0681148431			0.6133808509
ENSMUSG00000050721	Plekho2	1.3758038372			0.6040714277	0.5758601704	0.5635030115		1.0088417615	2.484135234		0.1549059082	0.3839088118	0.467989448	3.7376177137	1.3559275281	0.3720095879	1.7060268644	4.3302549058	0.7210213497	0.056079725	0.9311897454	0.3515861991	15.2504783997	2.7223024754	1.3453873118	6.5144401548	1.5827844768
ENSMUSG00000050730	Arhgap42								0.272943557	0.377760006			0.2217714486	0.5547526247	0.5315469413													
ENSMUSG00000050856	Atp5k	3160.0053808279	906.2339344611	1822.4367514098	9255.3623444868	1601.9307253405	3318.829125597	12929.9311494227	1493.9811762969	798.6102186164	639.6399763579	4808.1749581233	3081.5494645102	2134.2778996859	976.8958798615	1424.0389047587	1758.6963895639	229.2906468346	1740.6441950697	1228.4173176956	1947.8164990446	2690.3362825058	181.5004629751	169.137767893	6351.1211513462	653.0502761071	764.1601645633	1198.9410455129
ENSMUSG00000050953	Gja1		2.099223648	1.5767993813	3.7332961603		0.1389275692			2.3325988123	2.5191657532	15.5891347258			0.9017226861	7.4911816208	7.8334379422	3.0183705163										
ENSMUSG00000051029	Serpinb1b															11.3567696995	7.8187807818											
ENSMUSG00000051062	Fbll1				12.3920425311													7.5701172625										
ENSMUSG00000051098	Mblac2		5.3751262816	27.7160315067	20.5501057588		2.5834897077				3.2386367456				3.2188293216	12.1435571377												
ENSMUSG00000051111	Sv2c			12.8231402338	1.187267584						0.9843324506																	
ENSMUSG00000051147	Nat2		2.1381057876	3.0085453927	0.6077542423	20.9126242226	14.9904133183			0.4433056723			8.3053539989	36.7176552352	22.8809242032						5.1831063043			7.8233922334		4.6312988712		3.080542498
ENSMUSG00000051149	Adnp	1.0400793095		8.8733782733		0.6258401064		0.7674934955		24.5777282774			0.8340687957			0.7796791306					0.0498755963			2.5725651321		0.2454052003		
ENSMUSG00000051154	Commd3	9.6929518897	20.6816736284	11.5334664055	78.5643172517	48.0364819694	61.1044950232	5.8854497484	1.3713111598	21.0595798127	0.9397120244		9.118838087	1.3814970099		14.1797663563			24.5406143513		30.8937616387			17.0612501299	14.0565580325	29.5755913022	0.8240090587	17.3726054138
ENSMUSG00000051220	Ercc6l									7.2741275589																		
ENSMUSG00000051223	Bzw1	31.4805986598	20.13715892	61.2727048053	22.1543757511	117.2378209948	65.7961245672	11.890388932	72.6545585402	361.771870431	18.6467349475	2.1001371057	99.1438751447	32.635372652	62.459099486	36.0134446557	26.4393459139	39.7865268243	104.7925442035	36.6856368672	31.5785481654	107.0763549145	0.4082544167	76.9052925466	31.9626380451	95.5997463945	42.6525460583	28.6865657054
ENSMUSG00000051255	Gm6563	39.1924008024	22.5071571288	36.8021298793	70.0435416932	90.9173248227	102.535984254	8.3225264352		232.7478057106	14.3932346475	12.0407860729	8.4721195754	26.5201649872	38.7142688772	18.1071658065	117.1161401008		81.7144351943	11.9605298153	40.3482938743	51.4116142384	2.5957917649	23.2026244474	66.1568972892	94.1732804064	332.7256017341	18.2623222455
ENSMUSG00000051256	Jagn1									32.7823160178			17.8171485326		7.3787683485	2.2335301353			60.1429507513			51.4650566648		34.7260908366				
ENSMUSG00000051285	Pcmtd1	1.6434806007	6.2180119845		0.1967700921	5.960640204	3.0658606872	0.3097680297	0.4248903741	0.4785061227	0.2838082906	0.2890536055	0.9903947936	8.115854779	0.2096343726	5.1082343817		4.139837459		1.2670624633	1.4942713736	0.7713968904		18.6469309718		0.6653402827	0.5781148495	0.1399977597
ENSMUSG00000051329	Nup160	0.5796491628	3.6870483082	8.2790041565		11.0881553592	3.8034941305	0.132612644	4.5569639455	10.1956132166	0.8353391381		12.9001070008	3.4566181982	4.5281735755	1.5748824248					0.1609229679			6.2162524224		1.9627169933		
ENSMUSG00000051343	Rab11fip5	1.293296444	0.8736948558	9.2367104137	15.159902304		12.0700494549				1.1521454355					20.6842245256					2.1127623545			2.1190960241		2.4028878514	7.4084412438	3.3531713253
ENSMUSG00000051346	Spryd4	20.2545927311	14.7661515092	43.9693997942	47.3017120927	24.2509257736	33.8883165858	34.1266904715	34.4905534136	44.7629865579	11.5028890027	72.1930128794	53.255235056	48.2326734302	10.7857899746	27.7081359515	141.7184552457	19.8763628702	11.6240074786	88.5853666468	59.0931588512	57.0943255835		20.5239059045	15.1561404479	24.7786573307	4.817331015	6.0542237465
ENSMUSG00000051355	Commd1	6.9274263015	6.2152111524	14.1115719009	32.9117875252	10.2124029614	25.2919777296			8.1825874589	3.175183931	4.9824824985	14.2548430884	3.9367382933	5.752905384	3.953074943				4.4196654419	5.5616980924			2.3740924969		7.5461229666	18.2567668346	8.5778089495
ENSMUSG00000051359	Ncald	13.4418989327	3.2780444463	637.011298805	2206.0958013606	52.035633544	26.4952983312		46.9315315076	6.9247782612	38.1416267561	1.7089049831	15.827204238	11.8401453587	94.405854547	187.6331728849	1227.8900402984	1363.3766608955	145.1522471464		10.9401644767	489.7998383519	0.5573350735	23.3898197095	18.3855490891	28.0512768207	11.5087271811	11.0245302367
ENSMUSG00000051379	Flrt3									5.859281869			0.7991631277												0.5394641814			
ENSMUSG00000051391	Ywhag	3507.8143247221	2399.6540778886	6406.1356617989	7495.5158892646	916.3492723391	437.3594202944	839.9488421998	1348.1512380083	976.1866287262	795.0930142286	778.1513494245	380.3486478564	581.7252681017	656.7318695424	4663.1925069852	5681.5496537259	4011.8572766188	490.4743525448	342.3300674062	588.3566418994	371.3758748893	187.2371064676	1013.228599023	354.4874705341	890.3918174687	1268.77020945	2906.7824332478
ENSMUSG00000051397	Tacstd2						5.1634341033				1.931559628																	
ENSMUSG00000051403	Ppp1r37	1.1613957359	1.0280701302		0.7970509155	1.3444010024	0.9976229899	0.6951809648				4.6425699968	1.0975476993			0.4722032178	1.2163271693					3.3564070574						
ENSMUSG00000051457	Spn																							10.0140333735				
ENSMUSG00000051483	Cbr1	460.9718618617	326.2969379511	201.3915894803	153.9147050339	892.4123764432	1427.7875122667	103.0751095631	705.5575988429	278.3225267929	208.4405886935	78.6034862265	876.7104591873	572.8987111652	317.126260522	334.577821805	126.8278660042	434.6156624125	321.7981106142	336.9316857519	1412.8620108024	288.8340472478	55.8416184173	193.6466500106	809.6880352839	328.7650433241	199.1523545582	384.2175476898
ENSMUSG00000051495	Irf2bp2	28.8650865138	9.3292421669	27.2750642935	24.3838259869	58.5596357816	28.848412275	2.8913904356	31.8221758194	71.2657394669	5.6582362586	2.1902343954	34.3328295968	10.2186176449	31.2102859638	2.4400038896	20.2893099855	17.3989422497	5.1502153784	16.4801172253	13.9493067968	48.5568979592		47.0818912812	32.0221413869	79.5578985163	59.9894050926	2.8151919352
ENSMUSG00000051497	Kcnj16						0.3282541815																					
ENSMUSG00000051627	Hist1h1e	23.775741584	12.6523470588	18.5929788394	10.4491332403	1.2754153224	57.0725715746	3.2781045836	28.6130306729	11.7498572418	7.5825477695	1.151671164	185.8619749121	21.9208480515		6.7892659503	12.3777005212		12.0389159261	30.9524517353	17.790828598	134.6214722104	5.0436065068	16.8439209964	38.5950477213	11.4476842786	19.1476942459	32.9355077461
ENSMUSG00000051671	Coa6	0.4559853039			17.5072026086	2.6614347423	15.1586418484					67.7559773244	25.9640350816	17.467662278		9.326385014	60.2409292064		11.187039419	32.5693708558	40.0105653693		17.0317724483	2.8863226543	44.1760677714	14.0919513953	63.2299394915	2.258744799
ENSMUSG00000051675	Trim32	0.3158199663	1.7546389241			2.0225289751						0.1433621929	4.2210696235	9.0824331882		4.1032052549	1.8275850434	18.367906655						1.349723497		0.2423842755		1.800146108
ENSMUSG00000051695	Pcbp1	395.5632230119	102.428076912	1155.8309628783	253.9165965507	1221.147428299	1097.2393054003	25.6513508542	459.0983543538	405.2224264025	479.0115285555	168.3181183105	1442.2947072383	533.8834515146	180.1311538202	531.8155308757	172.1782059691	109.3564479353	143.5658324942	134.3496280461	248.1651445282	471.8966254934	51.8009672884	1238.7760611342	42.6560278582	769.9969091784	487.4852696077	48.665742143
ENSMUSG00000051705	Senp8									1.5082330917		1.4136571889	2.0827762399		3.5632064205	2.6187813949	3.9760533278		7.8668331321									
ENSMUSG00000051747	Ttn	2.2921498371	6.8908707043	2.7003652079	1.2650378505	1.2065935938	2.194339579	291.7256010542	1.8670886248	3.0635391995	10.6455766253	32.9111065273	1.8539888591	1.4843756955	3.3646413118	1.98985069	0.5737464006	2.4098184527	1.3646451483	0.1860209648	3.9185836092	9.467771198	268.0929230111	2.4091117082	0.9833296054	1.8608307759	2.4891519513	0.5101247232
ENSMUSG00000051768	Xrcc1	0.4712644508	0.1302798807	1.4465898373		2.0922713536	1.2909106628			23.1609860115			0.4599571269	0.5387720964					9.0707247247						1.9186139506	22.3769483769		1.5698944661
ENSMUSG00000051786	Tubgcp6									0.3539959089																		
ENSMUSG00000051790	Nlgn2			118.971090862	1.5759572319					5.5594332047	1.728866669					45.476527895	1.85939651	94.6165242863						0.4945607509				
ENSMUSG00000051864	Tbc1d22a	3.4443364144	2.5447207044	0.4679842184	1.7080714707	8.1452287747	3.5243181896		5.1820602083	3.0569011835			6.5049282086	1.7951244919	12.3043685073	4.2754450189	1.5919847616	6.4782759757	5.2487796024		2.3876099168	5.5878510382		14.7724456207		2.9778951123	3.3281342109	2.3486007573
ENSMUSG00000051950	B3glct	5.3597858299	4.3845378749	0.8998836551	2.463174229	3.9702709152	7.4889502262	0.9098811052	10.5805382506	20.4944001671	7.1767803717		21.7068284552	1.615541618	6.5594650008	0.8678910898	3.3693011734	11.2193087918	10.6637103252		1.3566236841	4.5795705926	5.5210970527	6.1678555985	1.8333913958	6.5075142596	5.7152839752	9.7732809157
ENSMUSG00000051989	Smim11	1.5241643536	16.3074329303	2.0359953095		11.5774870561	2.3402534982	10.006486443	2.0304270207			1.1517991431	11.2005971372	4.3157990064	13.5316194253	1.3308463754					0.7937179638			1.9773298561				
ENSMUSG00000052085	Dock8	0.0101950802				0.1377317387	0.66797849			0.1025687262			3.3548522792	0.1038881056	0.8847557421	0.0332212348			0.2421957659					9.8934978876		10.6371922399	0.126727728	
ENSMUSG00000052087	Rgs14			13.0228176409	4.6897500728	0.2853383929						11.5616323055	0.7232754216				10.0493834502									12.6861161137		
ENSMUSG00000052102	Gnpda1	78.5098128067	43.1962447244	58.0586127941	103.345168623	85.3038831139	488.3423971431	8.3118945731	9.8262340029	46.0090369845	23.296974289	17.3603655329	321.7263986618	68.3353916021	48.7595888158	98.8221188531	50.3413745068	116.6269948071	125.7961109752	27.7212088701	168.3306041238	34.8689564864	8.5409995241	253.6176199465	27.6931503304	111.2908722632	56.3536835718	77.9556555776
ENSMUSG00000052131	Akr1b7	22825.656449734	142.9577647363	79.1598255635	39.1312530499	150.7721762041	123.1335518028	54.7017238878	64.8954306686	15.5414919646	137.0784252145	51.5013512549	1281.6590371851	28.3652909851	65.3501481953	100.2045539501	21.7441688687	39.24239565	205.1262306566	1.9175414989	65.4185711816	159.0045792751	18.827317086	195.728626584	17.7610098818	47.379890959	34.879215372	132.3181702476
ENSMUSG00000052137	Rbm12b2	0.1464575681	0.1291018837	0.2268031015		0.2570126457	0.7566112899	0.0947901914	0.3288487271	6.8210355544	0.1306822798	0.0347309694	0.1895559797	1.0552547891	0.5554488458	0.1571078648		1.4126864774	1.9274938025	2.3647766559	0.4917401668	0.8080940232	0.0919462102	1.0519917155	0.7557416171	3.4409071096	3.2383828246	
ENSMUSG00000052139	Babam2	7.6558249044	7.0201208673	6.3331586934	1.9583591474	18.2477843371	14.1214642992		5.9877816987	14.0318174751	2.9184479936	0.0905324186	14.0425716564	13.244530382	15.7962989447	4.3231110958	6.2824932298	8.7796658533	2.2141279528	1.7101450191	3.5336477497	2.7699654979		14.906221747	3.8321135644	2.1573234999	3.3318226241	6.5742455491
ENSMUSG00000052146	Rps10	48.6126893706	266.1861387532	0.5210245001	18.7051054428	663.7507012649	124.1345810728	54.7905872128	531.4038518715	1307.4615572094	17.5493445861	36.9245312461	765.8100124233	596.6142142109	160.1412783263	109.8233542985	0.7109808505	39.7613417029	164.4473673695	1987.9280904459	200.0248382964	835.6168727947	21.7523971424	108.8289333377	365.3800244251	137.7040709927	385.0483766634	112.3539584662
ENSMUSG00000052217	Hbb-bh1		6.3596187596		5.550271155	0.6531064757	7.3568699753	96.6087158278		14983.1399926169		97.2078086556			80.3121773178	27.2350412236	12.6236151011			0.8604189837	0.6577122691	13.1161075098	14.8058106251	10.5674008311	5.9557435744	8.4771572758	3.2156815199	
ENSMUSG00000052253	Zfp622						0.3481982993			0.9603122877		0.1438357156	0.9643226152	1.2641812698						0.2516164926								0.3829251456
ENSMUSG00000052293	Taf9				0.5188097773					3.6797367392																3.7035065302		
ENSMUSG00000052296	Ppp6r1	0.2910955286	10.0912332489	7.7982877861		8.7329312767	3.6466662115	3.2265321183		15.4117661668	1.4324568275	0.1766623559	14.8255400532	4.7309523559		0.9308673679	2.1152453875	2.024684926	6.9140456338	1.2631693996		15.4078968971		51.6978524997		12.5296174691	2.8204065788	
ENSMUSG00000052298	Cdc42se2									18.1382838125														45.5153865393				
ENSMUSG00000052299	Ltn1	0.0287442424	0.190291827	0.2186855783	204.7105998087	36.9710275652	101.9659536975	0.0343123513	42.6563650796	3.1964891765	0.0108368252		1.9947090253	11.2245164873	0.1091604276	0.1687807046			0.2440074702	0.035616342		0.4385307373		0.6694285201		0.0152920691		
ENSMUSG00000052331	Ankrd44	1.0519831539	2.4206603185	2.1560191319	0.4526628331	3.4552114692	5.7320743414		1.2588359415	7.6113387702	0.1518798433	0.1937219706	2.9675171442	1.2425843751	44.4934026374	2.2280622062	0.961184007		8.9388364059	4.2561567668	2.2681921029	3.4104729788	1.6308554456	74.2754274013		126.6725375354		
ENSMUSG00000052337	Immt	5.9388654973	12.6144534482	2.3240214293	9.6983779997				2.8043451735				0.3106443844	0.5650111496		2.3859189396		3.2154109525						0.5916740003			1.1687878676	
ENSMUSG00000052374	Actn2	3.5962944754	49.0162090431	26.0683047229	23.2143077729	1.0986001062	2.5227327923	4228.1487380816	5.8570223315	56.4117562993	438.2440488489	428.5380316017	18.5725457345	1.9619722403	30.9776387842	2.5347417033	17.3757922145	18.5740269902	1.457858743	0.9169722223	2.2476671662	22.8466373045	212.0080546931	10.8207992956	3.3399569985	9.6849377756	3.4141532745	6.3878675584
ENSMUSG00000052392	Acot4	2.6852406164	1.7510966953		0.2109264723	8.980876152	126.6927669851				0.046560887		17.6613578978	92.8490407538							92.849216217					0.2752018349		0.4516605323
ENSMUSG00000052397	Ezr	185.2943814516	66.3558309743	103.2018548881	321.9498603924	945.5326111711	1552.4990754882	52.3992116646	847.1212357454	298.6348556648	255.6169298387	153.6261171076	1388.249811748	94.5509699503	1951.2726501352	73.4521168963	168.9427735272	168.6740363608	691.0290806237	100.2905114838	1917.2156842306	170.5748646001	34.5099535107	642.6276374932	2357.3158614861	1031.2405975714	415.0913798579	301.3609672098
ENSMUSG00000052456	Asna1	63.0834304948	95.8296460284	218.9743807534	279.3370001251	95.9682873129	145.9417256562	21.9762176295	104.8745531122	181.6028409404	56.9320524462	21.7846031773	63.638600564	35.1055174756	108.1794566756	186.3850586529	264.7354595483	126.7606923158	113.8416786696	100.1036444265	104.8413769981	138.5673046961	6.2470178213	105.3270122155	91.9597100505	133.7812895255	82.0320645542	83.9279138208
ENSMUSG00000052459	Atp6v1a	240.5493326821	322.5240523773	2595.8684000247	2315.6819934477	277.8344660624	1919.960236686	57.3882526225	171.0066571177	141.5528457221	379.4198563589	23.7669995069	207.2979096861	100.6074904015	419.4169280789	2888.4929370314	1682.370583973	2646.4923166699	160.3921535839	57.8379495993	1496.8463202401	117.755933132	31.1067072142	270.1045002235	97.934632388	346.8611201148	151.167856033	177.7325007274
ENSMUSG00000052520	Cyp2j5						6.7889944124							28.5014453208							1.330892877							
ENSMUSG00000052533	Nup188									2.6514132365																		
ENSMUSG00000052539	Magi3	0.4609163013		1.2309506593		0.4792297719	0.2343729294		0.1839385369	0.383848015	0.1378159529		2.4423795712	1.5482273839	6.7454345616		0.388393036	2.2165557847		0.1456576804	0.3591863934	1.1096874497				7.5481860373		0.066997446
ENSMUSG00000052565	Hist1h1d	88.9649163238	55.558623285	61.0708536162	44.6752364725	92.8279885362	114.9932373919	18.8390248897	463.5862817859	104.436853563	46.0446175975	8.3560116946	693.3218613645	40.2048494717	21.1871934627	50.1920223317	46.7650273715	39.0230199878	133.4512657025	59.9713485031	49.1833462001	279.9180691028	13.3834743999	70.0521196594	183.9981022058	92.0453703994	96.3993119165	126.5737829054
ENSMUSG00000052566	Hook2			0.9795682937		8.7276343872							4.0944562725		2.3750757926	0.2058913011						7.132782516						
ENSMUSG00000052605	Isoc2b	13.9623622365	62.1356360408		1.2456716349	17.7559303118	72.7067023263		10.3588013915		1.3813385279	3.4069317424	11.018038352	55.6595403206	2.3512183429	1.3398803451			4.8671952497	0.7793134901	25.5442167563	30.5089451958		0.9348805332		3.1856757986		5.1012472318
ENSMUSG00000052681	Rap1b	272.7049918321	263.3605934435	321.4092011228	87.9384279125	249.7735633394	266.572704284	88.553890159	470.1353314462	461.8162539971	84.0298376162	28.1733200767	682.3469197345	131.9405937821	607.3573216213	411.2476960596	143.7867434342	10.2510071528	807.8511536844	62.3175682221	20.3887258215	493.6298789136	16.2617063273	795.0776326327	105.753666558	547.5978937661	176.2271105245	192.3468479206
ENSMUSG00000052727	Map1b	16.1903396567	2.4936467076	303.919571937	147.776081782	2.8951284625	1.9655626812	0.6307709226	13.4272139988	400.6137467425	17.5557025836	1.0842261759	0.7268355856	1.3766259712	4.7809736318	623.5935307391	110.091560269	462.1668596287	62.6305240226	2.4960248099	0.8686339829	7.5238029361	0.3889520867	2.4197955353	21.2884269951	2.6239016622	9.5464035728	1.4281723699
ENSMUSG00000052738	Suclg1	1033.3287045975	3277.0559173528	661.3576576147	297.6432836885	789.9049529228	905.2363301396	552.7140127458	196.9479858057	86.0761013867	124.7528113406	562.7497185483	780.9340173525	1453.56490828	134.2937321262	2064.1432037675	278.2906186209	925.0892728977	278.9696085379	807.3435486585	983.0698349331	75.1712263279	169.2636415795	44.879379222	365.601317845	146.0830850507	213.0892870545	91.8863900676
ENSMUSG00000052776	Oas1a			0.3074131502		20.4384264957	0.491345485						10.631773943	1.7978827909	2.0440351561	0.1447099301		2.3825787557	82.3245946759			14.4802254448		84.548338125				
ENSMUSG00000052798	Nup107	6.0412357815	2.1811891752	5.2745268416		8.5965994302	4.9056690663	0.9908578101	5.816021513	52.0003205425	1.2424417154		27.9513025612	2.7841801039	5.729640666	2.334449086	0.3736435898	0.0236832928	79.7102959739	0.6574865502	1.6901352475	11.7007739162		11.7823437394	0.3829113809	15.6480961096	3.1174116557	7.0412108434
ENSMUSG00000052833	Sae1	57.731562041	10.7420148217	31.361463982	20.7261622641	52.5211817484	49.1985031431	2.0798778574	36.7467065622	398.0154376338	11.2843010501	2.9750022645	57.3159634591	12.785596371	61.6618753929	25.3652472359	17.7981355768	51.0422877654	130.3300652772	8.2667909833	30.742623468	61.0980540312	1.9225976646	196.5048020609	31.0007493133	563.4540652864	36.3791700477	60.9537655103
ENSMUSG00000052889	Prkcb	9.6622546946	1.1069876931	382.4924763507	14.8758764521	20.0071083505	5.302813526	0.224221211	21.8312736643	6.0034216444	3.4515025006	0.1069418993	17.2036225273	2.3744846653	22.9920613909	99.8146668376	115.9272815358	402.0340685913	16.4297174266	1.0358663874	2.8486746327	8.0711424536	0.3468338168	62.7104127955	10.851245786	29.2348899215	5.6160480979	5.2869450109
ENSMUSG00000052911	Lamb2	32.6737611311	41.5198643439	40.547245788	2.8316353437	12.0119581117	25.283635819	79.023298558	313.7892372734	2.4892559892	37.4447902346	13.2189617095	2.2493812075	2.464217415	146.0342646346	11.9605003837	14.1799883915	1.3933337	67.5211869446	0.8088229129	18.6556747972	33.1583534867		8.9835462844	2.0697327682	9.4049496168	2.6431431998	41.4554987058
ENSMUSG00000052914	Cyp2j6					0.0390696047							3.4124038024															
ENSMUSG00000052926	Rnaseh2a	3.7049153197								17.6303807619			0.7143616275	2.4355780547				0.6470720439	3.5371883857			3.8269676222		18.7405286029		18.9348623697	1.2064623732	1.4425928568
ENSMUSG00000052974	Cyp2f2	163.2368493868	0.7177544106				0.5146333187		2.349457714		2.4325698278	0.2768316011	0.5956448809	167.2761651353	311.6138560122				5.9021196012			76.3380526386	0.6534413074			1.2601530217	1.8450847621	2.7430214797
ENSMUSG00000052997	Uba2	72.5384443969	18.6403613026	83.4639139959	11.0180831916	88.4933672931	40.3887504079	9.807813438	57.9806980325	329.0938660927	31.5521981897	1.1619734819	37.8796095138	15.283324185	61.8396948933	56.6132728856	11.0205560405	54.7332335748	99.2072381793	10.1331257178	28.6472140146	47.2920938667	57.0736341183	166.2156955093	21.1689285484	272.6141548847	71.998702628	66.1063687213
ENSMUSG00000053024	Cntn2			35.1469501286						8.9440627196						38.9601829235	1.686062017	10.8653915603										
ENSMUSG00000053025	Sv2b		36.3210257289	121.6914238106	9.9861764911			13.3223579398	40.9177087485		12.9995616045		58.6142187495		24.4961179977	24.5735862087	30.217636148	0.0451065523						99.0902139717			1.39913805	557.2293796007
ENSMUSG00000053093	Myh7	0.814003496	35.9280854628	0.4840391515	0.5481106099	0.3946561029	0.4807443069	2143.6690299398	0.5722162882	84.1928014268	33.3120918863	10.1429839315	0.2119635983	0.5339890885	0.7477161805	0.4270095958	0.4494428234	0.6147555566	0.7504022917	0.1309496858	0.5500869643	2.9438315253	4.286378575	0.0231898404	1.5217119079	2.2908041705	0.8938254502	0.9544389697
ENSMUSG00000053119	Chmp3	27.2746662233	12.2248082787	27.8654013866	111.7419860298	31.0662569338	58.4705367565	23.6074943803	28.3282412037	40.9736277263		2.031924243	39.8310076719	4.9746216671	58.8745547255	22.084489826	173.8773508588	2.4839157307	33.830527136	5.0604637258	21.6426128675	11.9149889755			101.5441739482	3.2829348432	38.7977152333	27.7301881325
ENSMUSG00000053198	Prx		0.4306608841					1.2797112216							282.2588201684								0.1306837569					0.6015791789
